Date,Can,US,Chi,Eur,Jap,HK,Kor
2012-06-30,0.1902886919533793,0.4169387682304399,-0.102296974920668,0.183016159950509,0.0185455905377812,0.2763511645747446,0.3854399113875314
2012-07-31,0.1771890015490576,0.4173525905855075,-0.1576192247900375,0.2093416214121731,-0.0038016622795772,0.2697045822689009,0.3550787930450143
2012-08-31,0.2058712264366726,0.4509103249582311,-0.1890912231101973,0.247514245732883,0.0237492558186204,0.2868348829332595,0.40491693755351
2012-09-30,0.227618574444514,0.4715838222028592,-0.2083494890871582,0.2554490689260552,0.0187628471906401,0.3190863927603925,0.4303627544572237
2012-10-31,0.222050440296831,0.4524076481059297,-0.1994517753654119,0.2440609748449863,-0.0029547883721822,0.3540481929413278,0.3985053446551045
2012-11-30,0.1988764186048428,0.4251645711547257,-0.2354723294442159,0.2409430761088586,0.0254010856588006,0.3652438359919744,0.3834954563190547
2012-12-31,0.211177552137701,0.4438577847776005,-0.1783889235640027,0.2652418955778748,0.1171260249818265,0.3950083596106731,0.412337385266418
2013-01-31,0.2311696883693841,0.4804199898619689,-0.1071539468142247,0.2808259401847761,0.1895097157517139,0.4238431377309298,0.3971996517186096
2013-02-28,0.2353052805866855,0.505060899542442,-0.0963981235200982,0.2878423346950958,0.2461525287385603,0.4018867006144224,0.4144580174296788
2013-03-31,0.2219543331340523,0.5215900565883355,-0.1427240479285174,0.2996912472004831,0.319013853908794,0.3711034960094317,0.3970341834972555
2013-04-30,0.1868709062857997,0.5249326089500418,-0.1779095775144479,0.2873120221928208,0.4112788280360157,0.3557099946463545,0.3715300840211799
2013-05-31,0.2098451379113631,0.564857925070949,-0.1501702460009226,0.3242293050256754,0.4729520853068972,0.3836435659131677,0.3866441094191031
2013-06-30,0.1671385765431954,0.5462582870298359,-0.2420205976229015,0.2678389730839093,0.3914355725846647,0.2860079521201373,0.3189013393825467
2013-07-31,0.1948309671152344,0.5805211697785834,-0.2727290843040795,0.2976406067788336,0.4617924607033947,0.3213720827639608,0.3322454476069857
2013-08-31,0.1968761579917379,0.5703326801767733,-0.2434555006917582,0.3069737578406769,0.4138033046974725,0.336060332754841,0.3340511065686852
2013-09-30,0.212643307316575,0.5921685714095467,-0.1949854109815831,0.333579355347582,0.4591525450518479,0.3812434419816564,0.3839709099925891
2013-10-31,0.2250044285573043,0.599196814157772,-0.21611806360841,0.3383000861601549,0.4435675898379816,0.3733949588623494,0.3872260991174207
2013-11-30,0.240744631212372,0.6323785351010421,-0.212368759295156,0.3512387278355989,0.4967654025905417,0.3860565915839203,0.3718723452226662
2013-12-31,0.2373402094678544,0.6414088242405814,-0.2379892785833859,0.3419415479443427,0.5384586251851986,0.3722870329499473,0.3620266831984345
2014-01-31,0.2555481259381563,0.6334427444189548,-0.2909726760810879,0.3623894291904049,0.5090252729708986,0.334515446862284,0.3327844535233232
2014-02-28,0.2770806026782856,0.646313676565025,-0.2768063474263597,0.3760756240655672,0.4619706373677507,0.3268122024407953,0.330695853912779
2014-03-31,0.2874746632427191,0.6558197420894216,-0.3046716236704424,0.3590952021929841,0.446500799741641,0.3002968398997049,0.3286802483219601
2014-04-30,0.2962362031635509,0.6475778611669175,-0.2895013339354214,0.3661018131908267,0.4223930245238048,0.3217161511358039,0.339491137646461
2014-05-31,0.3013705012733879,0.6533484596589211,-0.3166453792458407,0.3793331780935545,0.4201219782463121,0.3217428688085454,0.3379207002100571
2014-06-30,0.3219187989391844,0.6836201245574921,-0.3126685817389948,0.3871457413368722,0.4681264904149256,0.3407256323238198,0.3351271350474305
2014-07-31,0.3345475254885713,0.6765368811826737,-0.2847232706084882,0.3640606702720478,0.473487825085698,0.3693494746624467,0.3484779968629401
2014-08-31,0.3456206720065614,0.6857028261150107,-0.2289598468020711,0.3595420735446395,0.4787257298646228,0.4114779003098759,0.3597597970738051
2014-09-30,0.322954714850464,0.679733069160349,-0.1904579454970406,0.3713633708952364,0.5079186853576239,0.3652854809891158,0.3420870926461744
2014-10-31,0.2633832280143902,0.6556992073807737,-0.177962341177624,0.3159216901326468,0.4832398176756186,0.3383850588454692,0.2924185647732118
2014-11-30,0.2964687803313395,0.7084590745189701,-0.0941042094404404,0.3627653376724929,0.5899307632695613,0.3458270964996525,0.3031888970426266
2014-12-31,0.2510278979100825,0.695011687274608,0.0797673947121974,0.3452636128327883,0.5823885941108322,0.320318659947027,0.2741042943517059
2015-01-31,0.2574626694783192,0.678924372279756,0.1479703466223606,0.3852665502764355,0.5708855116659173,0.3601429524277127,0.2689972342434273
2015-02-28,0.2919284496028597,0.707205635657409,0.1216045499705846,0.4526809053367487,0.6172244148283885,0.3599494853024444,0.2814981164309319
2015-03-31,0.2724069247679341,0.695506787102003,0.2305223812588699,0.4910038833815732,0.6692078082542183,0.3490118478986718,0.3034693209289155
2015-04-30,0.2941741795484636,0.7057784506496237,0.4084497647315259,0.5004450176448755,0.6976948819340945,0.4767754031180745,0.3465000853033734
2015-05-31,0.2793304737054441,0.7124702095184775,0.5075688015485573,0.495272205663652,0.7127264702814686,0.4770312282570227,0.3402038713738894
2015-06-30,0.2558293485552988,0.7038434216975645,0.5115045182148394,0.4618964461682651,0.7158188345144094,0.4419585052720001,0.3181531282417207
2015-07-31,0.2286142798951732,0.6919885137388384,0.3084526345852217,0.4693180901209266,0.7105994210923067,0.3569282557055151,0.3029251577882367
2015-08-31,0.1824116908305241,0.6494920160911962,0.2190952201550908,0.3967066988106396,0.6541743545478251,0.258855186065416,0.243753371036636
2015-09-30,0.1542676948473815,0.6138028536685852,0.127600986532297,0.3597725401230772,0.5891987133332235,0.2225451704532215,0.2512895362273778
2015-10-31,0.1731687487003612,0.6495082748143083,0.1730965417548241,0.3903612349799797,0.6091959593945782,0.2762682346623084,0.2871813893836311
2015-11-30,0.1380426368466858,0.6636606200378229,0.2586898956625895,0.4204452738225829,0.6699844075754597,0.2514553747488467,0.2626856758059313
2015-12-31,0.1068932101617151,0.637863363701452,0.2289862540356929,0.3679068136318356,0.6201585627384038,0.2153199887220361,0.2406168721769773
2016-01-31,0.0353006883803024,0.5410125319619457,0.0320493163921568,0.2797066431409793,0.5168874476354745,0.0922803031918592,0.1931725704826795
2016-02-29,0.065908893810217,0.5543890951380686,0.0263285097257894,0.2498981045051419,0.448425561588172,0.0928599855738759,0.2013882032448198
2016-03-31,0.1170180657264643,0.6104301433982517,0.0583741005660496,0.2817511128937514,0.4798557828546437,0.1403913669616766,0.2294648758738723
2016-04-30,0.1369854423622505,0.6289184467868638,0.0645363471860032,0.2903191580581717,0.4758531790402276,0.1679406159274482,0.2309287417900195
2016-05-31,0.1431151430179056,0.6218250501320767,0.008591432999825,0.2786277459736196,0.4737753420314277,0.1240991865719622,0.2133357276903214
2016-06-30,0.1499523959633821,0.6251572705212488,0.0350317630013062,0.2433937334127249,0.4220869138152401,0.1407774476598597,0.212958669282663
2016-07-31,0.1750523781410955,0.6546163635048251,0.0579778934740492,0.2622802876918386,0.4464343508019655,0.1887740490209679,0.223816838143954
2016-08-31,0.1794041591938966,0.656796747670486,0.0717103827921791,0.2693476022738819,0.4600763652494142,0.2274522246881356,0.2332855212935582
2016-09-30,0.1727582944469196,0.6476507338226808,0.0502427258886966,0.2659474995762583,0.4556761501948466,0.2591721566133922,0.2282331991895049
2016-10-31,0.1721445199545322,0.6246087433280637,0.0670709246705056,0.246697171537697,0.4708004898032542,0.237217018125711,0.2111237317204928
2016-11-30,0.1799287283819238,0.6527449001438245,0.0986112473809615,0.2451063084186717,0.4974384466853753,0.2028063574477968,0.1859972170520453
2016-12-31,0.204270114534813,0.6826881719327315,0.0788153064158601,0.2945013313928797,0.5843383393306761,0.1843251559315966,0.2081745689756285
2017-01-31,0.2090557094437813,0.6859208889377101,0.069226451467525,0.3063477724553234,0.5724271286867193,0.2194498641081073,0.2250876634424891
2017-02-28,0.2181253757123008,0.7114534496752353,0.0900585243776642,0.3193032732039669,0.5769634005435256,0.2470855982544708,0.2262946857177471
2017-03-31,0.2019479249970769,0.7076275387212615,0.0928634672033713,0.3273935349381216,0.5658979459319755,0.2533005777547417,0.2488294151120916
2017-04-30,0.2018187093462293,0.7049745696515235,0.067815579075284,0.344920378681369,0.5480903394834777,0.2579023228544546,0.2578968383599563
2017-05-31,0.1866154577503275,0.7127994763707843,0.0341351146114166,0.36237388842861,0.588929070251188,0.2949042385110534,0.3152344111406645
2017-06-30,0.1729973073325295,0.7307651608651435,0.0569913854736792,0.3459278817886225,0.6003653067836898,0.3086503697450935,0.3414470962583183
2017-07-31,0.1666194954425218,0.7362040317478711,0.0776210999400759,0.3317950940575589,0.5970958912224641,0.3456841332320512,0.3577060704933231
2017-08-31,0.1567467970746502,0.7291331547333163,0.0959591192405446,0.3089383755760314,0.5681924217789942,0.3732368864434696,0.3269436914997029
2017-09-30,0.1767437449698546,0.7498200811295447,0.1076756581778395,0.3304165482061251,0.6014614422300817,0.3829206820448565,0.3364321173578871
2017-10-31,0.198965580365786,0.7649291412603482,0.1125938397309624,0.3435522078787473,0.6627451949288508,0.3964358371573249,0.379623099200166
2017-11-30,0.2039960874901921,0.7781605341052963,0.1057578168885193,0.3312129233646729,0.6997156426223625,0.4157093098378306,0.3859586701795053
2017-12-31,0.2146056456259698,0.8043535049305518,0.0821544672173468,0.3336194590447355,0.7129564735061076,0.4301060157552949,0.3621307623496774
2018-01-31,0.2124358377976555,0.8437147284503758,0.1315688613574366,0.3535030616336779,0.748567956404202,0.5154955719356515,0.3855363604943307
2018-02-28,0.1603815485142389,0.8048150874331941,0.0611345575844705,0.3019784653786919,0.6627891440143079,0.4676720218372735,0.3387104552327517
2018-03-31,0.1576723943032275,0.8006201798684678,0.0502427199761815,0.279505300530628,0.642347465936245,0.4551650155151026,0.3433857851664853
2018-04-30,0.1590309247100846,0.7869821474273552,0.0187034755074094,0.3030437617166743,0.6766948954321202,0.4543546545694633,0.353345327089524
2018-05-31,0.1927300377222994,0.8137060131889059,0.0160795799362416,0.3211686125031237,0.6882256022835532,0.4551971699751741,0.3398965568765101
2018-06-30,0.2026579491153196,0.8159296645359616,-0.066521810943936,0.2991190480159615,0.6789290236827069,0.4032987636124688,0.3000086845114073
2018-07-31,0.207764455879852,0.8350753618416832,-0.0897565713187189,0.305448392431439,0.6832818175482299,0.3728368278676987,0.2673393843239076
2018-08-31,0.1953421732737431,0.8533898376014476,-0.1253050514367675,0.2941110173311998,0.6805623593882215,0.3498992612721591,0.2639931174299953
2018-09-30,0.1835123320271943,0.8614613557656862,-0.1191809797149654,0.2876586808893638,0.7261282977047223,0.323059473291629,0.2719286349074766
2018-10-31,0.1293800586335715,0.797427234054818,-0.1670287590583697,0.2343529524681237,0.6825997204782475,0.2602151340642756,0.1938819922765501
2018-11-30,0.124395220242939,0.7904152128489693,-0.1638217855112383,0.2267683089636174,0.651088942593024,0.2896125428635342,0.1717878320873727
2018-12-31,0.0575784396078746,0.7090703833407532,-0.2121789794971379,0.1685398706945312,0.5783418941028395,0.2606831650702536,0.1460615637639294
2019-01-31,0.1203507430582611,0.7542913187153735,-0.1976648725768733,0.2059061316520017,0.5781866440003666,0.313660927395243,0.1858225892890165
2019-02-28,0.1625789947466358,0.8029651419375576,-0.0820310120599371,0.2469295228697204,0.6165768833387836,0.3657005090529185,0.2148710072470164
2019-03-31,0.1734687841753484,0.8141141481542922,-0.0145872485897539,0.2692904120775335,0.6163663161215606,0.3801257088871773,0.1927640829871835
2019-04-30,0.191070504627332,0.8400147822751229,0.0175680090632458,0.2902497163888707,0.6421633303750064,0.4025074281853501,0.213392048570145
2019-05-31,0.1704468151487355,0.8101961173331518,-0.0812575751451047,0.2509077607058922,0.5933587277093448,0.3255392771017366,0.1461269716182235
2019-06-30,0.1703139856024899,0.8287671086908337,-0.070591072295149,0.2639699120904979,0.5912554903143569,0.3291111724241519,0.1520242958781262
2019-07-31,0.172191889734795,0.8466607870747775,-0.085126639048652,0.2676161354472659,0.5986969247054635,0.3288645088727693,0.1221874165938564
2019-08-31,0.152059643792711,0.8077321465478419,-0.1120226082687344,0.2246100509535233,0.5485443754878757,0.2415939921123773,0.0633167669160176
2019-09-30,0.167880880041839,0.8261482737064499,-0.0826960724891651,0.2524394924375461,0.6030875836999615,0.2559591629721276,0.1122422741334839
2019-10-31,0.1506654283240097,0.8275724185621928,-0.094775020743145,0.2658081441986906,0.6265703390101326,0.2543054871735786,0.1186107222370848
2019-11-30,0.1751239439595554,0.8606511440180823,-0.1191234536090505,0.2874702799601163,0.6518701945714865,0.2465759413663577,0.1237430961063267
2019-12-31,0.1739747414095991,0.8785666286338548,-0.0917327689313515,0.302614019308115,0.6654520297369099,0.2800892202341856,0.1475912989118087
2020-01-31,0.1929509894218515,0.9029581858644854,-0.0939680176987076,0.314151790029209,0.6551093359316355,0.2814554160102116,0.1551835719225408
2020-02-29,0.1846022252145703,0.8870804202647211,-0.1070303675914716,0.293907667925348,0.6141001813389718,0.2512044347015179,0.1266810167846811
2020-03-31,-0.0932063643248991,0.624337385897915,-0.1967129218923796,0.0156461052623086,0.3990329151404249,0.090294279014002,-0.0978923450944477
2020-04-30,-0.0491223890025948,0.6757593229909306,-0.2466780007998457,0.0252480734024043,0.3921124454121723,0.0548925935245937,-0.0682351555885267
2020-05-31,-0.0543986716897635,0.6926537255253774,-0.2769683445744104,0.025346896834655,0.4295167107760782,0.0031843370832717,-0.0452396616969676
2020-06-30,-0.0442018067824916,0.7210952178410567,-0.2634655703268083,0.0498363344082377,0.4756816810255755,0.0133318466432373,-0.0007107739371583
2020-07-31,-0.0104279452612381,0.7591695160526027,-0.1433444102224239,0.0589427290419626,0.4702041103569432,0.0316037326857342,0.0292598898561475
2020-08-31,0.0188358428643646,0.8186328629444793,-0.1433012282029466,0.0634957701587612,0.4894756621073035,0.0253960275586296,0.0922884014639644
2020-09-30,-0.0231490228751942,0.7756287717533817,-0.186532256297342,0.0346069459638972,0.4833261712687771,-0.0319586932798243,0.0747234339579222
2020-10-31,-0.0318498834301378,0.7940167060139448,-0.1861075938168043,0.0122072743183361,0.4883466204822222,-0.0170012438134221,0.0669019009759639
2020-11-30,0.0148672090613183,0.8480860107788334,-0.1703844918522598,0.0840794420593109,0.5814584101420157,0.0457510208043776,0.1430827712850395
2020-12-31,0.0369845008475998,0.8764045878021794,-0.1669762122733599,0.0952045814451578,0.6058708035872853,0.0493813889971646,0.2297198991523221
2021-01-31,0.0347807925694717,0.8952769392654919,-0.1370517900812481,0.1036647932603929,0.6525617747844974,0.122979702290858,0.3218986932779459
2021-02-28,0.0534179017184835,0.9085591338713768,-0.1385416067648343,0.1031562338505108,0.6803578367396055,0.1422281138723735,0.2920769639860938
2021-03-31,0.0592654449002915,0.9000817372981997,-0.2083182648026631,0.1192842035584896,0.6467564671543206,0.076736181652008,0.2596648821462521
2021-04-30,0.0729753771417672,0.9364674185981784,-0.20450437166147,0.1378866296519828,0.6359768841622365,0.0717209303045359,0.2970869417720054
2021-05-31,0.0773975261615592,0.9209398546136888,-0.1927499234081229,0.1360161919143337,0.5993245085719128,0.0616968677800542,0.2897001491796619
2021-06-30,0.1057316027037363,0.9460607819918332,-0.1867938606887245,0.1625799497112702,0.6159103024203121,0.0563754397858162,0.3151056016911736
2021-07-31,0.1024577014145713,0.9629096125281964,-0.2135459808539591,0.1678381534636893,0.5737953896393749,-0.0107605088344618,0.3047287650789267
2021-08-31,0.1055177157166902,0.9699120194056304,-0.2159333317137646,0.1827474207820053,0.5623462106983925,-0.0563328239302293,0.2703260188953432
2021-09-30,0.0931351313086437,0.952826318194217,-0.2007757743453997,0.1474219319841353,0.6086500182487535,-0.1105770025317073,0.2319519857806515
2021-10-31,0.1116336912739188,0.9673059952001936,-0.2264652088185228,0.1623476459819809,0.5835009941107868,-0.095872039336852,0.1922025143369224
2021-11-30,0.1116336912739188,0.9673059952001936,-0.2264652088185228,0.1623476459819809,0.5835009941107868,-0.095872039336852,0.1922025143369224
2021-12-31,0.1116336912739188,0.9673059952001936,-0.2264652088185228,0.1623476459819809,0.5835009941107868,-0.095872039336852,0.1922025143369224
