DATE,M2SL,Pct_Change_Monthly,M2_Supply_Inc
2016-09-01,13027.4,0.0045650128776544285,1.5750314343746956
2016-10-01,13099.7,0.005549841104134368,1.583772608569492
2016-11-01,13174.1,0.0056795193783063525,1.5927676757906932
2016-12-01,13214.2,0.0030438511928709833,1.597615823580615
2017-01-01,13288.7,0.0056378744078340315,1.606622980945931
2017-02-01,13359.2,0.005305259355693259,1.6151465325466663
2017-03-01,13428.6,0.005194921851607859,1.6235370925621415
2017-04-01,13486.6,0.004319139746511214,1.6305493761485619
2017-05-01,13537.3,0.003759286995981048,1.6366790792146222
2017-06-01,13564.7,0.0020240372895630188,1.6399917787020004
2017-07-01,13621.8,0.004209455424742048,1.64689525099139
2017-08-01,13671.4,0.0036412221585986337,1.6528919624721905
2017-09-01,13714.4,0.003145252132188414,1.6580907244414334
2017-10-01,13767.6,0.003879134340547319,1.664522681110357
2017-11-01,13802.4,0.002527673668613284,1.6687300512622094
2017-12-01,13854.8,0.0037964411986322055,1.6750652867782168
2018-01-01,13872.0,0.0012414470075352568,1.677144791565914
2018-02-01,13914.6,0.0030709342560553132,1.6822951929586984
2018-03-01,13971.2,0.004067669929426643,1.6891382145275153
2018-04-01,14001.3,0.0021544319743471707,1.6927773479059853
2018-05-01,14066.0,0.004620999478619936,1.7005996711480784
2018-06-01,14125.8,0.004251386321626471,1.70782957732856
2018-07-01,14155.2,0.002081298050375935,1.7113840796982283
2018-08-01,14197.7,0.0030024302023283767,1.7165223909468983
2018-09-01,14228.4,0.002162322066250111,1.7202340651900552
2018-10-01,14235.8,0.0005200865873886684,1.7211287358545297
2018-11-01,14254.9,0.0013416878573737634,1.7234379533804027
2018-12-01,14373.9,0.008348006650344741,1.737825224876679
2019-01-01,14443.3,0.0048281955488767014,1.7462157848921542
2019-02-01,14486.2,0.002970235334030402,1.7514024567172826
2019-03-01,14533.5,0.0032651765128191013,1.7571210948834495
2019-04-01,14568.9,0.0024357518835793623,1.7614010058999887
2019-05-01,14668.4,0.006829616511884851,1.773430699293934
2019-06-01,14787.0,0.00808540808813496,1.787769610213752
2019-07-01,14857.9,0.0047947521471563,1.7963415223909451
2019-08-01,14935.2,0.005202619481891935,1.8056872037914677
2019-09-01,15026.6,0.006119770742942787,1.816737595512137
2019-10-01,15153.1,0.00841840469567301,1.8320316278170021
2019-11-01,15251.3,0.006480522137384259,1.8439041493374584
2019-12-01,15325.8,0.004884829489945064,1.852911306702774
2020-01-01,15406.8,0.005285205340014976,1.8627043234355336
2020-02-01,15470.4,0.004128047355713038,1.870393655092367
2020-03-01,16011.4,0.03497000723963173,1.9358013347519083
2020-04-01,17039.1,0.0641855178185542,2.060051745816808
2020-05-01,17889.2,0.04989113274762169,2.162830060934324
2020-06-01,18175.7,0.016015249424233602,2.1974683238224175
2020-07-01,18316.6,0.007752108584538675,2.214503336879773
2020-08-01,18378.5,0.003379448150857778,2.2219871360866597
2020-09-01,18601.6,0.01213918437304451,2.248960247606149
2020-10-01,18747.9,0.007864914846034798,2.2666481284456887
2020-11-01,18958.7,0.011243925986377024,2.292134152239092
2020-12-01,19129.5,0.009009056528137549,2.3127841183866886
2021-01-01,19393.2,0.013784991766643273,2.344665828416672
2021-02-01,19665.4,0.014035847616690411,2.37757520069639
2021-03-01,19913.3,0.01260589665097056,2.407546667956279
2021-04-01,20138.3,0.011298981082994874,2.4347494922139443
2021-05-01,20402.2,0.013104383190239544,2.4666553825321573
2021-06-01,20428.8,0.0013037809647977738,2.4698713608666187
2021-07-01,20578.1,0.007308309837092741,2.487921946029594
2021-08-01,20831.5,0.012314062036825613,2.518558371215782
2021-09-01,20994.2,0.007810287305282992,2.5382290356901027
2021-10-01,21187.1,0.00918825199340767,2.5615509236870078
