Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01,1132.869995,1228.560059,1118.839966,1228.170044,1228.170044,1768400
2009-01-08,1212.699951,1220.589966,1133.939941,1182.680054,1182.680054,2008900
2009-01-15,1138.469971,1159.880005,1085.719971,1103.609985,1103.609985,1726600
2009-01-22,1125.219971,1160.189941,1087.660034,1157.979980,1157.979980,960300
2009-01-29,1165.819946,1195.520020,1136.369995,1195.369995,1195.369995,1934200
2009-02-05,1187.050049,1227.729980,1162.569946,1190.180054,1190.180054,2449000
2009-02-12,1183.680054,1199.500000,1096.000000,1113.189941,1113.189941,2717000
2009-02-19,1109.989990,1121.270020,1051.520020,1067.079956,1067.079956,2936700
2009-02-26,1077.709961,1100.449951,992.690002,1059.260010,1059.260010,2521500
2009-03-05,1068.250000,1127.880005,1036.290039,1127.510010,1127.510010,2622000
2009-03-12,1126.599976,1176.859985,1107.599976,1169.949951,1169.949951,2726500
2009-03-19,1180.390015,1229.020020,1158.189941,1229.020020,1229.020020,2376500
2009-03-26,1226.510010,1256.699951,1196.319946,1233.359985,1233.359985,2907900
2009-04-02,1254.380005,1315.300049,1249.939941,1262.069946,1262.069946,3515500
2009-04-09,1274.030029,1356.310059,1272.020020,1333.089966,1333.089966,4418600
2009-04-16,1356.880005,1371.280029,1303.219971,1356.020020,1356.020020,3477400
2009-04-23,1367.300049,1375.800049,1298.859985,1338.420044,1338.420044,3336000
2009-04-30,1353.670044,1408.569946,1350.459961,1393.449951,1393.449951,2299800
2009-05-07,1414.550049,1420.310059,1389.819946,1414.520020,1414.520020,3669100
2009-05-14,1395.599976,1436.920044,1366.579956,1435.699951,1435.699951,3422900
2009-05-21,1431.030029,1433.069946,1315.209961,1362.020020,1362.020020,3841100
2009-05-28,1355.890015,1437.760010,1345.099976,1414.890015,1414.890015,3203400
2009-06-04,1410.239990,1414.880005,1371.520020,1414.880005,1414.880005,2599100
2009-06-11,1411.920044,1436.229980,1384.130005,1391.170044,1391.170044,2364000
2009-06-18,1390.219971,1399.920044,1350.310059,1363.790039,1363.790039,2329100
2009-06-25,1366.780029,1414.790039,1366.780029,1411.660034,1411.660034,2280000
2009-07-02,1419.150024,1439.569946,1389.390015,1431.020020,1431.020020,2139500
2009-07-09,1428.739990,1443.810059,1377.599976,1420.859985,1420.859985,2165700
2009-07-16,1438.020020,1496.869995,1426.510010,1494.040039,1494.040039,2354300
2009-07-23,1495.390015,1529.800049,1484.829956,1524.319946,1524.319946,2597800
2009-07-30,1524.560059,1586.119995,1511.130005,1559.469971,1559.469971,2472800
2009-08-06,1555.640015,1588.150024,1546.500000,1565.349976,1565.349976,2545000
2009-08-13,1578.949951,1594.459961,1530.650024,1545.959961,1545.959961,2884100
2009-08-20,1559.989990,1615.050049,1544.500000,1614.119995,1614.119995,2423600
2009-08-27,1608.829956,1624.339966,1580.280029,1613.160034,1613.160034,2331500
2009-09-03,1614.530029,1623.069946,1597.199951,1607.770020,1607.770020,2541600
2009-09-10,1615.709961,1693.839966,1613.760010,1683.329956,1683.329956,2647100
2009-09-17,1700.189941,1723.170044,1682.040039,1711.469971,1711.469971,2496900
2009-09-24,1706.189941,1715.550049,1662.520020,1673.140015,1673.140015,1878100
2009-10-01,1680.459961,1685.010010,1590.469971,1598.000000,1598.000000,1458100
2009-10-08,1607.859985,1661.369995,1591.150024,1649.089966,1649.089966,2063600
2009-10-15,1661.689941,1672.079956,1614.849976,1653.859985,1653.859985,1795700
2009-10-22,1638.010010,1663.030029,1604.010010,1609.709961,1609.709961,1737100
2009-10-29,1584.520020,1605.119995,1543.239990,1579.930054,1579.930054,1477000
2009-11-05,1568.670044,1600.410034,1551.939941,1594.819946,1594.819946,1245100
2009-11-12,1598.550049,1612.630005,1561.930054,1603.969971,1603.969971,1365100
2009-11-19,1608.939941,1630.410034,1599.079956,1611.880005,1611.880005,1485700
2009-11-26,1606.729980,1621.209961,1519.400024,1591.630005,1591.630005,1618400
2009-12-03,1597.310059,1638.219971,1594.500000,1634.170044,1634.170044,1541300
2009-12-10,1635.579956,1670.099976,1612.709961,1664.239990,1664.239990,2057400
2009-12-17,1663.650024,1664.650024,1632.089966,1661.349976,1661.349976,1773300
2009-12-24,1663.660034,1695.329956,1661.109985,1682.770020,1682.770020,1364900
2009-12-31,1681.709961,1706.890015,1681.709961,1705.319946,1705.319946,1131400
2010-01-07,1702.920044,1707.900024,1668.839966,1671.410034,1671.410034,1995800
2010-01-14,1680.680054,1723.219971,1677.459961,1714.380005,1714.380005,2350600
2010-01-21,1700.530029,1722.010010,1620.550049,1625.479980,1625.479980,2767000
2010-01-28,1632.579956,1649.459961,1590.800049,1615.020020,1615.020020,2208900
2010-02-04,1615.479980,1619.369995,1548.780029,1570.119995,1570.119995,2173300
2010-02-11,1574.949951,1628.310059,1574.770020,1627.430054,1627.430054,1345000
2010-02-18,1630.890015,1631.709961,1592.920044,1612.829956,1612.829956,1709700
2010-02-25,1620.250000,1622.630005,1580.699951,1622.439941,1622.439941,1553600
2010-03-04,1625.349976,1662.880005,1612.469971,1662.239990,1662.239990,2229700
2010-03-11,1670.819946,1682.859985,1642.859985,1682.859985,1682.859985,2360900
2010-03-18,1679.209961,1695.030029,1664.880005,1681.010010,1681.010010,2009700
2010-03-25,1680.420044,1705.569946,1677.050049,1692.849976,1692.849976,1776200
2010-04-01,1695.300049,1732.979980,1695.300049,1726.599976,1726.599976,1899600
2010-04-08,1722.130005,1737.449951,1699.579956,1735.329956,1735.329956,2032900
2010-04-15,1745.520020,1748.189941,1700.689941,1747.579956,1747.579956,2270900
2010-04-22,1737.290039,1757.760010,1714.530029,1733.910034,1733.910034,2244100
2010-04-29,1738.770020,1749.689941,1709.810059,1718.750000,1718.750000,1653900
2010-05-06,1679.790039,1692.400024,1625.829956,1663.030029,1663.030029,2198800
2010-05-13,1683.760010,1700.000000,1601.540039,1630.079956,1630.079956,2146600
2010-05-20,1624.170044,1640.469971,1532.680054,1582.119995,1582.119995,1462400
2010-05-27,1565.589966,1643.079956,1565.400024,1630.400024,1630.400024,1287000
2010-06-03,1643.739990,1670.939941,1618.569946,1647.219971,1647.219971,1491200
2010-06-10,1651.920044,1710.569946,1643.709961,1705.329956,1705.329956,1779000
2010-06-17,1707.290039,1741.479980,1701.280029,1725.819946,1725.819946,1831900
2010-06-24,1724.849976,1739.969971,1675.469971,1698.290039,1698.290039,1687500
2010-07-01,1687.000000,1693.900024,1650.300049,1675.650024,1675.650024,1712400
2010-07-08,1699.170044,1764.810059,1692.930054,1758.010010,1758.010010,2095000
2010-07-15,1754.709961,1759.189941,1717.969971,1748.780029,1748.780029,1735400
2010-07-22,1744.699951,1778.719971,1732.489990,1773.469971,1773.469971,1785800
2010-07-29,1770.439941,1796.280029,1754.579956,1789.260010,1789.260010,1737100
2010-08-05,1796.630005,1797.420044,1754.180054,1758.189941,1758.189941,1646600
2010-08-12,1731.339966,1765.010010,1716.859985,1761.989990,1761.989990,1751400
2010-08-19,1763.599976,1788.709961,1734.790039,1734.790039,1734.790039,1785200
2010-08-26,1744.079956,1767.209961,1719.199951,1764.689941,1764.689941,1390800
2010-09-02,1783.219971,1796.500000,1767.670044,1779.219971,1779.219971,1572300
2010-09-09,1786.829956,1827.030029,1775.069946,1823.880005,1823.880005,1821300
2010-09-16,1822.349976,1833.780029,1811.849976,1832.630005,1832.630005,896400
2010-09-23,1830.219971,1873.790039,1825.800049,1866.449951,1866.449951,1374800
2010-09-30,1870.209961,1905.729980,1861.180054,1903.949951,1903.949951,1847000
2010-10-07,1901.199951,1909.010010,1857.930054,1876.150024,1876.150024,1748600
2010-10-14,1886.680054,1904.790039,1837.079956,1870.439941,1870.439941,1911300
2010-10-21,1878.510010,1924.609985,1858.380005,1909.540039,1909.540039,1916300
2010-10-28,1909.380005,1943.229980,1875.310059,1935.969971,1935.969971,1767300
2010-11-04,1941.560059,1967.849976,1930.290039,1967.849976,1967.849976,1703700
2010-11-11,1966.500000,1976.459961,1875.339966,1897.109985,1897.109985,1772100
2010-11-18,1908.380005,1954.780029,1882.520020,1925.979980,1925.979980,1724000
2010-11-25,1934.969971,1936.719971,1880.579956,1929.319946,1929.319946,1865300
2010-12-02,1943.709961,1970.910034,1940.229980,1955.719971,1955.719971,2473500
2010-12-09,1963.880005,2017.479980,1961.680054,2017.479980,2017.479980,2094700
2010-12-16,2009.859985,2045.390015,1996.439941,2038.109985,2038.109985,1981100
2010-12-23,2042.410034,2043.619995,2018.750000,2043.489990,2043.489990,1584200
2010-12-30,2047.819946,2087.139893,2041.660034,2082.550049,2082.550049,1462000
2011-01-06,2094.350098,2098.000000,2059.669922,2094.949951,2094.949951,1930200
2011-01-13,2097.040039,2119.239990,2076.439941,2115.689941,2115.689941,2157700
2011-01-20,2111.409912,2114.199951,2064.000000,2110.459961,2110.459961,1861500
2011-01-27,2115.040039,2121.060059,2069.729980,2072.030029,2072.030029,1383600
2011-02-03,2102.760010,2107.830078,2037.300049,2045.579956,2045.579956,919400
2011-02-10,2041.069946,2043.069946,1975.469971,1989.109985,1989.109985,1479200
2011-02-17,2002.000000,2015.780029,1951.750000,1961.630005,1961.630005,1813200
2011-02-24,1957.630005,1970.660034,1921.339966,1928.239990,1928.239990,1060100
2011-03-03,1942.239990,2016.680054,1941.229980,2001.469971,2001.469971,1495500
2011-03-10,1999.380005,2001.270020,1882.089966,1957.969971,1957.969971,1632500
2011-03-17,1921.589966,2022.140015,1919.130005,2012.180054,2012.180054,1506000
2011-03-24,2022.260010,2100.199951,2022.079956,2091.379883,2091.379883,1459500
2011-03-31,2098.090088,2136.290039,2089.120117,2126.709961,2126.709961,1708300
2011-04-07,2133.310059,2135.979980,2081.979980,2121.919922,2121.919922,1750900
2011-04-14,2116.489990,2169.939941,2109.629883,2169.909912,2169.909912,1836000
2011-04-21,2190.639893,2231.469971,2183.520020,2206.699951,2206.699951,2023300
2011-04-28,2215.419922,2229.090088,2173.209961,2180.639893,2180.639893,1790300
2011-05-05,2153.500000,2166.629883,2133.969971,2166.629883,2166.629883,976100
2011-05-12,2139.239990,2149.419922,2092.320068,2135.780029,2135.780029,1613800
2011-05-19,2141.290039,2143.409912,2030.680054,2035.869995,2035.869995,1472700
2011-05-26,2059.929932,2152.949951,2056.489990,2141.340088,2141.340088,1380700
2011-06-02,2098.370117,2131.929932,2068.780029,2083.350098,2083.350098,1040900
2011-06-09,2076.699951,2093.939941,2025.420044,2086.530029,2086.530029,1206800
